dataset,seed,b,contraction,num_sets,universe,elements,baseline_bits,ceb_bits,baseline_bpe,ceb_bpe,H_bpe,L_bpe,saving_pct,baseline_total_bpe,ceb_total_bpe,total_saving_pct,ceb_build_ms,base_build_ms,max_depth,mean_depth,ceb_retrieve_us,ceb_rank_us,base_retrieve_us,base_rank_us,all_ok,num_ret,num_rank
independent,101,64,0,64,512,13858,33844,33968,2.4422,2.4511,2.2860,2.2860,-0.3664,12.6177,13.0374,-3.3262,9.8680,1.6880,0,0.0000,0.3015,1.2525,0.6100,1.6455,1,2000,2000
independent,101,64,1,64,512,13858,33844,33968,2.4422,2.4511,2.2860,2.2860,-0.3664,12.6177,13.0374,-3.3262,9.6190,1.6890,0,0.0000,0.3465,1.3475,0.6135,1.5635,1,2000,2000
independent,1337,4,0,64,512,14167,41514,42286,2.9303,2.9848,2.2482,2.2482,-1.8596,15.6454,16.1607,-3.2935,9.4270,1.2830,0,0.0000,0.3305,0.4770,0.6370,0.7410,1,2000,2000
independent,1337,4,1,64,512,14167,41514,42286,2.9303,2.9848,2.2482,2.2482,-1.8596,15.6454,16.1607,-3.2935,9.4660,1.3030,0,0.0000,0.3145,0.4520,0.6950,0.7295,1,2000,2000
independent,1337,8,0,64,512,14167,39665,40183,2.7998,2.8364,2.2482,2.2482,-1.3059,14.1731,14.6389,-3.2860,9.5950,1.3850,0,0.0000,0.3280,0.5175,0.6375,0.7990,1,2000,2000
independent,1337,8,1,64,512,14167,39665,40183,2.7998,2.8364,2.2482,2.2482,-1.3059,14.1731,14.6389,-3.2860,9.7380,1.3770,0,0.0000,0.3335,0.5655,0.6370,0.7925,1,2000,2000
independent,1337,16,0,64,512,14167,37094,37422,2.6183,2.6415,2.2482,2.2482,-0.8842,13.3050,13.7426,-3.2893,10.0260,1.6760,0,0.0000,0.3350,0.6190,0.5950,0.9005,1,2000,2000
independent,1337,16,1,64,512,14167,37094,37422,2.6183,2.6415,2.2482,2.2482,-0.8842,13.3050,13.7426,-3.2893,9.7970,1.7270,0,0.0000,0.3070,0.6380,0.6165,0.8895,1,2000,2000
independent,1337,32,0,64,512,14167,35217,35419,2.4858,2.5001,2.2482,2.2482,-0.5736,12.8292,13.2495,-3.2759,10.1360,1.6300,0,0.0000,0.3075,0.8240,0.6225,1.1135,1,2000,2000
independent,1337,32,1,64,512,14167,35217,35419,2.4858,2.5001,2.2482,2.2482,-0.5736,12.8292,13.2495,-3.2759,9.8890,1.6530,0,0.0000,0.2970,0.8170,0.5675,1.1005,1,2000,2000
independent,1337,64,0,64,512,14167,33983,34107,2.3987,2.4075,2.2482,2.2482,-0.3649,12.5704,12.9809,-3.2659,10.1890,1.7090,0,0.0000,0.2960,1.2385,0.6275,1.5260,1,2000,2000
independent,1337,64,1,64,512,14167,33983,34107,2.3987,2.4075,2.2482,2.2482,-0.3649,12.5704,12.9809,-3.2659,10.1680,1.6990,0,0.0000,0.3250,1.2780,0.5980,1.6470,1,2000,2000
independent,2024,4,0,64,512,13281,41121,41893,3.0962,3.1544,2.3641,2.3641,-1.8774,15.9635,16.5131,-3.4432,8.7290,1.2230,0,0.0000,0.3000,0.4430,0.6295,0.7375,1,2000,2000
independent,2024,4,1,64,512,13281,41121,41893,3.0962,3.1544,2.3641,2.3641,-1.8774,15.9635,16.5131,-3.4432,8.7110,1.2310,0,0.0000,0.3035,0.4580,0.6440,0.7975,1,2000,2000
independent,2024,8,0,64,512,13281,39180,39698,2.9501,2.9891,2.3641,2.3641,-1.3221,14.4150,14.9118,-3.4464,9.5740,1.3700,0,0.0000,0.3275,0.5050,0.5920,0.7845,1,2000,2000
independent,2024,8,1,64,512,13281,39180,39698,2.9501,2.9891,2.3641,2.3641,-1.3221,14.4150,14.9118,-3.4464,9.1720,1.3310,0,0.0000,0.3155,0.5260,0.6150,0.7860,1,2000,2000
independent,2024,16,0,64,512,13281,36664,36992,2.7606,2.7853,2.3641,2.3641,-0.8946,13.4931,13.9599,-3.4598,9.1970,1.5370,0,0.0000,0.3075,0.6010,0.5990,0.9170,1,2000,2000
independent,2024,16,1,64,512,13281,36664,36992,2.7606,2.7853,2.3641,2.3641,-0.8946,13.4931,13.9599,-3.4598,9.2320,1.5360,0,0.0000,0.3070,0.6010,0.6120,0.8845,1,2000,2000
independent,2024,32,0,64,512,13281,34763,34965,2.6175,2.6327,2.3641,2.3641,-0.5811,12.9837,13.4320,-3.4529,9.1430,1.5550,0,0.0000,0.3000,0.8000,0.6025,1.0855,1,2000,2000
independent,2024,32,1,64,512,13281,34763,34965,2.6175,2.6327,2.3641,2.3641,-0.5811,12.9837,13.4320,-3.4529,9.1670,1.5560,0,0.0000,0.2985,0.8010,0.6030,1.0935,1,2000,2000
independent,2024,64,0,64,512,13281,33605,33729,2.5303,2.5396,2.3641,2.3641,-0.3690,12.7134,13.1513,-3.4445,9.2780,1.7030,0,0.0000,0.2970,1.2185,0.5850,1.5955,1,2000,2000
independent,2024,64,1,64,512,13281,33605,33729,2.5303,2.5396,2.3641,2.3641,-0.3690,12.7134,13.1513,-3.4445,9.3010,1.6550,0,0.0000,0.2995,1.2655,0.6240,1.5490,1,2000,2000
independent,90210,4,0,64,512,13330,41356,42128,3.1025,3.1604,2.3561,2.3561,-1.8667,15.9736,16.5212,-3.4284,8.7620,1.2400,0,0.0000,0.2985,0.5160,0.6165,0.7285,1,2000,2000
independent,90210,4,1,64,512,13330,41356,42128,3.1025,3.1604,2.3561,2.3561,-1.8667,15.9736,16.5212,-3.4284,8.7940,1.2430,0,0.0000,0.2985,0.4435,0.6330,0.7580,1,2000,2000
independent,90210,8,0,64,512,13330,39320,39838,2.9497,2.9886,2.3561,2.3561,-1.3174,14.4093,14.9043,-3.4351,9.0530,1.3380,0,0.0000,0.2960,0.5090,0.6225,0.9270,1,2000,2000
independent,90210,8,1,64,512,13330,39320,39838,2.9497,2.9886,2.3561,2.3561,-1.3174,14.4093,14.9043,-3.4351,9.1220,1.3340,0,0.0000,0.2985,0.5105,0.6050,0.9440,1,2000,2000
independent,90210,16,0,64,512,13330,36743,37071,2.7564,2.7810,2.3561,2.3561,-0.8927,13.4862,13.9513,-3.4488,9.2750,1.5550,0,0.0000,0.3075,0.6135,0.5875,1.0320,1,2000,2000
independent,90210,16,1,64,512,13330,36743,37071,2.7564,2.7810,2.3561,2.3561,-0.8927,13.4862,13.9513,-3.4488,9.1610,1.6160,0,0.0000,0.3045,0.6065,0.5920,0.9975,1,2000,2000
independent,90210,32,0,64,512,13330,34755,34957,2.6073,2.6224,2.3561,2.3561,-0.5812,12.9722,13.4188,-3.4432,9.2700,1.5800,0,0.0000,0.3025,0.8050,0.6500,1.1100,1,2000,2000
independent,90210,32,1,64,512,13330,34755,34957,2.6073,2.6224,2.3561,2.3561,-0.5812,12.9722,13.4188,-3.4432,9.1110,1.5560,0,0.0000,0.3095,0.8555,0.6325,1.0980,1,2000,2000
independent,90210,64,0,64,512,13330,33573,33697,2.5186,2.5279,2.3561,2.3561,-0.3693,12.7011,13.1374,-3.4352,9.1750,1.6540,0,0.0000,0.2980,1.2695,0.6070,1.5190,1,2000,2000
independent,90210,64,1,64,512,13330,33573,33697,2.5186,2.5279,2.3561,2.3561,-0.3693,12.7011,13.1374,-3.4352,9.2880,1.7490,0,0.0000,0.3135,1.2285,0.6240,1.5235,1,2000,2000
independent,555,4,0,64,512,13431,41284,42056,3.0738,3.1313,2.3432,2.3432,-1.8700,15.9162,16.4597,-3.4149,9.0560,1.2470,0,0.0000,0.3095,0.4540,0.5995,0.7350,1,2000,2000
independent,555,4,1,64,512,13431,41284,42056,3.0738,3.1313,2.3432,2.3432,-1.8700,15.9162,16.4597,-3.4149,9.0050,1.2510,0,0.0000,0.3130,0.4485,0.5990,0.7280,1,2000,2000
independent,555,8,0,64,512,13431,39274,39792,2.9241,2.9627,2.3432,2.3432,-1.3189,14.3727,14.8640,-3.4179,9.0640,1.5120,0,0.0000,0.3085,0.5170,0.5895,0.8045,1,2000,2000
independent,555,8,1,64,512,13431,39274,39792,2.9241,2.9627,2.3432,2.3432,-1.3189,14.3727,14.8640,-3.4179,9.0910,1.4560,0,0.0000,0.3475,0.5185,0.6025,0.8035,1,2000,2000
independent,555,16,0,64,512,13431,36734,37062,2.7350,2.7594,2.3432,2.3432,-0.8929,13.4593,13.9209,-3.4297,9.4200,1.6570,0,0.0000,0.3065,0.6045,0.6525,0.9180,1,2000,2000
independent,555,16,1,64,512,13431,36734,37062,2.7350,2.7594,2.3432,2.3432,-0.8929,13.4593,13.9209,-3.4297,9.4950,1.6340,0,0.0000,0.3045,0.6085,0.6015,0.8820,1,2000,2000
independent,555,32,0,64,512,13431,34830,35032,2.5933,2.6083,2.3432,2.3432,-0.5800,12.9554,13.3987,-3.4218,9.5320,1.6440,0,0.0000,0.3005,0.8065,0.6095,1.0945,1,2000,2000
independent,555,32,1,64,512,13431,34830,35032,2.5933,2.6083,2.3432,2.3432,-0.5800,12.9554,13.3987,-3.4218,9.5240,1.5940,0,0.0000,0.3140,0.8055,0.5855,1.0955,1,2000,2000
independent,555,64,0,64,512,13431,33612,33736,2.5026,2.5118,2.3432,2.3432,-0.3689,12.6836,13.1167,-3.4141,9.4890,1.6610,0,0.0000,0.2990,1.2180,0.5955,1.5160,1,2000,2000
independent,555,64,1,64,512,13431,33612,33736,2.5026,2.5118,2.3432,2.3432,-0.3689,12.6836,13.1167,-3.4141,9.4530,1.6600,0,0.0000,0.2995,1.2520,0.6195,1.5225,1,2000,2000
